Date,Année financière,Titre,Fournisseur,Montant,Montant (virg),Montant ($),Code UNSPSC,Type de devis,Type,Nature,Nb soumissionnaires,Numéro SEAO,Numéro de contrat UQAM
2013-06-14,2013-2014,Contrat labo Charles River,Laboratoires Charles River Saint-Constant S.A.,80000.0,80000,"80 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat octroyé de gré à gré,Approvisionnements (biens),1,638695,5001949
2013-06-17,2013-2014,Equitrac Workstation Client,Xerox Canada Ltée,33000.0,33000,"33 000,00 $",43230000,Logiciels,Contrat octroyé de gré à gré,Approvisionnements (biens),1,638795,3014003
2013-06-18,2013-2014,Contrat à exécution sur demande pour travaux d'entrepreneur général,Construction Caruso,869754.29,"869754,29","869 754,29 $",72100000,"Services de construction, de réparation et d'entretien d'immeubles",Contrat adjugé suite à un appel d'offres public,Travaux de construction,5,624261,P12088HH
2013-06-18,2013-2014,Produits Biochimiques,Hoffmann-La Roche Ltée / Roche Diagnostics,70000.0,70000,"70 000,00 $",12000000,Produits chimiques (y compris les produits biochimiques) et gazeux,Contrat octroyé de gré à gré,Approvisionnements (biens),1,639125,5001950
2013-06-18,2013-2014,Remplacement des disjoncteurs principaux au SH,Mofax Electrique Ltée,82070.0,82070,"82 070,00 $",72102201,Installation ou entretien de systèmes d'alimentation électrique,Contrat suite à un appel d'offres sur invitation publié au SEAO,Travaux de construction,4,626093,P12077SH
2013-06-18,2013-2014,Travaux été 2013 - projet 1,Gaston Champoux (1973) Inc.,60900.0,60900,"60 900,00 $",72000000,"Services - bâtiment, construction et entretien",Contrat suite à un appel d'offres sur invitation publié au SEAO,Travaux de construction,4,624836,P13006HH
2013-06-18,2013-2014,Travaux été 2013 - projet 1,Gaston Champoux (1973) Inc.,52968.04,"52968,04","52 968,04 $",72000000,"Services - bâtiment, construction et entretien",Contrat suite à un appel d'offres sur invitation publié au SEAO,Travaux de construction,4,624836,P13006HH
2013-06-19,2013-2014,P11038HH Campus Ouest - Projet 2012-2013 Phase 2,Gaston Champoux (1973) Inc.,289200.0,289200,"289 200,00 $",72000000,"Services - bâtiment, construction et entretien",Contrat adjugé suite à un appel d'offres public,Travaux de construction,3,624874,P11038HH - 3 intervention
2013-06-19,2013-2014,Synthétiseur de Peptides,Agilent Technologies Canada Inc.,36000.0,36000,"36 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,639217,3014037
2013-06-19,2013-2014,"Poste étatique "" Postes Canada""",Postes Canada,440000.0,440000,"440 000,00 $",78102200,Services de livraison local de courrier et de petits colis,Contrat octroyé de gré à gré,Services,1,639430,5002049
2013-06-19,2013-2014,Produits de biologie moléculaire,Technologies Life Inc.,131000.0,131000,"131 000,00 $",12000000,Produits chimiques (y compris les produits biochimiques) et gazeux,Contrat octroyé de gré à gré,Approvisionnements (biens),1,639325,5001951
2013-06-20,2013-2014,Ordinateurs et serveurs,C.P.U. Design Inc.,85000.0,85000,"85 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,639480,3014072
2013-06-25,2013-2014,Meubles multimédias,Solotech Inc.,46000.0,46000,"46 000,00 $",43202105,Meuble de rangement multimédia,Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,640231,3014119
2013-06-26,2013-2014,Labconco purifier,Société Fisher Scientifique ,43000.0,43000,"43 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat octroyé de gré à gré,Approvisionnements (biens),1,640403,3014142
2013-07-02,2013-2014,Remise à niveau de l'ascenseur au pavillon B,Ascenseurs Innovatec Inc,149500.0,149500,"149 500,00 $",72101500,Services de soutien - construction,Contrat adjugé suite à un appel d'offres public,Travaux de construction,1,624237,P12065BB - 12015BB
2013-07-02,2013-2014,Achat d'équipements scientifiques (HPLC et autres) sous subvention FCI,Agilent Technologies Canada Inc.,36000.0,36000,"36 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),11,622305,7000229
2013-07-02,2013-2014,Achat d'équipements scientifiques (HPLC et autres) sous subvention FCI,Molecular Devices LLC,35000.0,35000,"35 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),11,622305,7000229
2013-07-02,2013-2014,Détecteur Luminescence,Molecular Devices Corporation,35000.0,35000,"35 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,641594,3014203
2013-07-08,2013-2014,Service de gestion parasitaire,Extermination Inspex Inc.,70000.0,70000,"70 000,00 $",72102100,Lutte contre les parasites,Contrat adjugé suite à un appel d'offres public,Services,7,631108,7000238
2013-07-10,2013-2014,Réfection de la maçonnerie des façades latérales ouest et arrière,Groupe Atwill-Morin,567345.29,"567345,29","567 345,29 $",72102500,"Maçonnerie, taille de pierre et carrelage",Contrat adjugé suite à un appel d'offres public,Travaux de construction,5,624274,P12064VV - 12008VV
2013-07-10,2013-2014,Réfection de la maçonnerie des façades latérales ouest et arrière,Groupe Atwill-Morin,493451.0,493451,"493 451,00 $",72102500,"Maçonnerie, taille de pierre et carrelage",Contrat adjugé suite à un appel d'offres public,Travaux de construction,5,624274,P12064VV - 12008VV
2013-07-10,2013-2014,Étude et travaux préparatoires en plomberie au Aquin et Jasmin,SNC-Lavalin Agro,5099.0,5099,"5 099,00 $",81100000,Services d'ingénieurs,Contrat octroyé de gré à gré,Services,1,668113,P11039HH-01
2013-07-17,2013-2014,"Achat, sur demande, de vêtements de travail",Équipement de Sécurité Universel Inc.,290000.0,290000,"290 000,00 $",53100000,Vêtements,Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),6,632349,7000202
2013-07-17,2013-2014,Ordinateurs iMac sur mesure,Solutions Informatiques INSO Inc.,53000.0,53000,"53 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,646660,3014551
2013-07-18,2013-2014,Tapis de gymnase,Distributeur Tapico Ltée,77100.0,77100,"77 100,00 $",72000000,"Services - bâtiment, construction et entretien",Contrat adjugé suite à un appel d'offres sur invitations,Travaux de construction,1,647255,3014573
2013-07-18,2013-2014,Moniteurs pour PC,CPU Design Inc,67000.0,67000,"67 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,647221,3014567
2013-07-18,2013-2014,Oscilloscope,Gap Wireless Inc.,62000.0,62000,"62 000,00 $",,Code UNSPSC non indiqué,Contrat octroyé de gré à gré,Approvisionnements (biens),1,647921,3014585
2013-07-18,2013-2014,Ligne Carbone 14,University of Ottawa,35000.0,35000,"35 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat octroyé de gré à gré,Approvisionnements (biens),1,647244,3014574
2013-07-22,2013-2014,Fournitures de laboratoire,Société Fisher Scientifique,435000.0,435000,"435 000,00 $",12000000,Produits chimiques (y compris les produits biochimiques) et gazeux,Contrat octroyé de gré à gré,Approvisionnements (biens),1,648416,5002030
2013-07-23,2013-2014,Réfection de l'entrée du pavillon Hubert-Aquin,Procova Inc.,132000.0,132000,"132 000,00 $",72100000,"Services de construction, de réparation et d'entretien d'immeubles",Contrat adjugé suite à un appel d'offres public,Travaux de construction,1,631608,P11028HH - 12036AA
2013-07-23,2013-2014,Produits Perkin Elmer,PerkinElmer Health Sciences Canada Inc.,45000.0,45000,"45 000,00 $",12000000,Produits chimiques (y compris les produits biochimiques) et gazeux,Contrat octroyé de gré à gré,Approvisionnements (biens),1,648933,5001956
2013-07-24,2013-2014,Recherche sur les habiletés numériques,Compétences R & D Inc.,175000.0,175000,"175 000,00 $",81000000,"Services reliés au génie, à l'architecture, à la recherche aux sciences et à la technologie",Contrat octroyé de gré à gré,Services,1,649456,5002105
2013-07-24,2013-2014,Fournitures scientifiques,Bio-Rad Laboratories(Canada) Ltd.,125000.0,125000,"125 000,00 $",12000000,Produits chimiques (y compris les produits biochimiques) et gazeux,Contrat octroyé de gré à gré,Approvisionnements (biens),1,649457,5001957
2013-07-24,2013-2014,Achat pour revente de Sushis pour cafétéria,Sushi Shop Campus Inc.,70000.0,70000,"70 000,00 $",50000000,"Aliments, boissons et produits du tabac",Contrat octroyé de gré à gré,Approvisionnements (biens),1,650878,5002073
2013-07-25,2013-2014,Impression du magazine Inter de l'UQAM,Imprimeries Transcontinental Inc.,122000.0,122000,"122 000,00 $",82120000,Services de reprographie,Contrat adjugé suite à un appel d'offres public,Services,2,633012,7000237
2013-07-25,2013-2014,Fournitures de laboratoire,2946-5440 Québec Inc. Ultident Scientific,90000.0,90000,"90 000,00 $",12000000,Produits chimiques (y compris les produits biochimiques) et gazeux,Contrat octroyé de gré à gré,Approvisionnements (biens),1,649551,5002026
2013-07-30,2013-2014,Fournitures de laboratoire,VWR International Co. / Sargent Welch & VWR International,370000.0,370000,"370 000,00 $",12000000,Produits chimiques (y compris les produits biochimiques) et gazeux,Contrat octroyé de gré à gré,Approvisionnements (biens),1,650880,5002031
2013-07-31,2013-2014,"Équipements scientifiques: Parameter Analyzer, Probing Station...",Système Testforce Inc.,61529.0,61529,"61 529,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),2,573732,7000163
2013-07-31,2013-2014,Fournitures de laboratoire chromatographics,Chromatographic Specialities Inc. / Chromatographic,26500.0,26500,"26 500,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,651400,5002025
2013-08-01,2013-2014,Système de chromatographie,GE Santé Bio-Sciences Inc. / GE Healthcare Bio-Sciences Inc.,50000.0,50000,"50 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,651919,3014768
2013-08-01,2013-2014,Fournitures de laboratoire,Sarstedt Inc.,175000.0,175000,"175 000,00 $",12000000,Produits chimiques (y compris les produits biochimiques) et gazeux,Contrat octroyé de gré à gré,Approvisionnements (biens),1,653182,5002104
2013-08-07,2013-2014,Serveurs/Postes HP Z420,C.P.U. Design Inc.,61000.0,61000,"61 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,653698,3014825
2013-08-08,2013-2014,Programme d'efficacité énergétique au Complexe des sciences - phase 2 / étude de modernisation du contrôle des hottes de laboratoires,SNC Lavallin Inc.,49890.0,49890,"49 890,00 $",81100000,Services d'ingénieurs,Contrat octroyé de gré à gré,Services,1,720949,P11043HH-03
2013-08-13,2013-2014,Produits scientifiques Sigma-Aldrich,Sigma-Aldrich Canada Co.,227000.0,227000,"227 000,00 $",12000000,Produits chimiques (y compris les produits biochimiques) et gazeux,Contrat octroyé de gré à gré,Approvisionnements (biens),1,655684,5001952
2013-08-13,2013-2014,Travaux de rénovation et de base building au RDC du pavillon V,CIMA + senc.,45417.0,45417,"45 417,00 $",81100000,Services d'ingénieurs,Contrat octroyé de gré à gré,Services,1,694183,P13004VV-02
2013-08-14,2013-2014,Pièces pour réseau de vapeur,Spirax Sarco Canada Limited,40000.0,40000,"40 000,00 $",40151700,Pièces et accessoires de pompe,Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,656674,5002029
2013-08-21,2013-2014,Réparations de toitures et travaux d'imperméabilisation,Hotte-Poissant Entrepreneurs Inc.,61000.0,61000,"61 000,00 $",72101605,Montage ou réparation de toitures,Contrat octroyé de gré à gré,Travaux de construction,1,658591,5002120
2013-08-29,2013-2014,Service de transfert de colis scellés,Société en commandite Transport de valeurs Garda,66000.0,66000,"66 000,00 $",92121501,Services de voiture blindée,Contrat octroyé de gré à gré,Services,1,662069,5002113
2013-08-29,2013-2014,Système de recherche ElProScan,HEKA Electronics Inc.,45000.0,45000,"45 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat octroyé de gré à gré,Approvisionnements (biens),1,662062,3015119
2013-08-29,2013-2014,Sécurisation des équipements de travail (SST),Mécanium Inc.,25500.0,25500,"25 500,00 $",80000000,"Services de gestion, de professionnels spécialisés et d'administration",Contrat octroyé de gré à gré,Services,1,661562,5002118
2013-09-03,2013-2014,Serveur DELL avec Vmware,Open Strorage Solutions Inc. / OSS-Québec,30000.0,30000,"30 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,662829,3015134
2013-09-05,2013-2014,Nettoyage des stationnements,Les Revêtements Scell-Tech Inc.,175000.0,175000,"175 000,00 $",72102904,Services de balayage pour terrain de stationnement,Contrat adjugé suite à un appel d'offres public,Services,4,638328,7000244
2013-09-05,2013-2014,Achat de projecteurs et d'équipements audiovisuels,Prisma-Scène Inc.,160000.0,160000,"160 000,00 $",52161500,Équipement audiovisuel,Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),2,649535,7000253
2013-09-05,2013-2014,Service de traiteur,2867-3598 Québec Inc.  Julien Leblanc Traiteur,765000.0,765000,"765 000,00 $",90100000,Services de restauration et traiteurs,Contrat octroyé de gré à gré,Services,1,664576,5002085
2013-09-05,2013-2014,Services de formation,Société-Conseil Micheline Renault Ltée,175000.0,175000,"175 000,00 $",86000000,Services d'enseignement et de formation,Contrat octroyé de gré à gré,Services,1,664563,5002089
2013-09-06,2013-2014,Entretien ménager,Service d'entretien Pro-Prêt division économie sociale,30500.0,30500,"30 500,00 $",76110000,Services de nettoyage et d'entretien,Contrat octroyé de gré à gré,Services,1,664622,5002119
2013-09-10,2013-2014,Licence Maintenance Oracle,Oracle Canada ULC,36000.0,36000,"36 000,00 $",81110000,Services informatiques,Contrat octroyé de gré à gré,Services,1,667631,5002152
2013-09-13,2013-2014,Achat et installation d'un équipement de résonance magnétique nucléaire,Bruker Ltd,920000.0,920000,"920 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),2,638325,7000246
2013-09-17,2013-2014,Système pour synthèse de peptides,Protein Technologie Inc.,71000.0,71000,"71 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,672505,3015364
2013-09-25,2013-2014,Élévateurs de scène de spectacle,Gala Systems Inc.,150000.0,150000,"150 000,00 $",72000000,"Services - bâtiment, construction et entretien",Contrat octroyé de gré à gré,Travaux de construction,1,676969,5002051
2013-09-30,2013-2014,Cytomètre,Bectom Dickinson Canada Inc.,57500.0,57500,"57 500,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat octroyé de gré à gré,Approvisionnements (biens),1,676975,3015568
2013-10-03,2013-2014,Analyseur Mining XRF,Elemental Controls Limited,40000.0,40000,"40 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat octroyé de gré à gré,Approvisionnements (biens),1,678606,3015637
2013-10-08,2013-2014,Rénovation et réaménagement des laboratoires photo au J-3e,Bouthillette Parizeau Inc.,36617.39,"36617,39","36 617,39 $",81100000,Services d'ingénieurs,Contrat octroyé de gré à gré,Services,1,720987,P12092JJ-03
2013-10-10,2013-2014,Ordinateurs Apple,Association Coopérative de la Collectivité de l'UQAM / Coop UQAM,36000.0,36000,"36 000,00 $",42230000,Nutrition clinique,Contrat octroyé de gré à gré,Approvisionnements (biens),1,681355,3015753
2013-10-24,2013-2014,"Serveurs, stations de travail, disques haute vitesse",Open Storage Solutions Inc.,68000.0,68000,"68 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),3,601501,7000194
2013-10-24,2013-2014,Entretien annuel serveurs HP,Hewlett Packard (Canada) Cie,83000.0,83000,"83 000,00 $",81110000,Services informatiques,Contrat octroyé de gré à gré,Services,1,686908,5002188
2013-10-25,2013-2014,Mobilier de résidence,Mobilier de bureau Logiflex Inc.,30000.0,30000,"30 000,00 $",56000000,Ameublement et articles d'ameublement,Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,687380,3016012
2013-10-25,2013-2014,Rénovation et réaménagement des laboratoires photo au J-3e,FSA Architecture Inc.,43544.5,"43544,5","43 544,50 $",81200000,Architecture,Contrat octroyé de gré à gré,Services,1,720971,P12092JJ-02
2013-10-29,2013-2014,Travaux de rénovation et de base building au RDC du pavillon V,"MARTIN, MARCOTTE-BEINHAKER ARCHITECTES, S.E.N.C.",63884.5,"63884,5","63 884,50 $",81200000,Architecture,Contrat octroyé de gré à gré,Services,1,694201,P13004VV-01
2013-11-01,2013-2014,Système de gravure à ion réactif (RIE),Trion Technology Inc.,68000.0,68000,"68 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),5,676999,7000257
2013-11-01,2013-2014,Système de gravure Ion RIE,Trion Technology,68000.0,68000,"68 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,691376,3016149
2013-11-01,2013-2014,Changement de portes,Les Portes JPR Inc.,85000.0,85000,"85 000,00 $",72000000,"Services - bâtiment, construction et entretien",Contrat octroyé de gré à gré,Travaux de construction,1,690307,3016142
2013-11-05,2013-2014,Entretien des réfrigérateurs et autres équipements frigorifiques des services alimentaires de l'UQAM,Av-Tech Inc.,175000.0,175000,"175 000,00 $",72160000,Service d'entretien et de réparation d'outils,Contrat adjugé suite à un appel d'offres public,Services,1,648990,7000249
2013-11-05,2013-2014,Pièces de télécommunication pour réparations urgentes sur le réseau,Bell Canada,146500.0,146500,"146 500,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,691327,3016147.
2013-11-05,2013-2014,Logiciel AV,VizuAll Inc. / ScheduALL,49000.0,49000,"49 000,00 $",43230000,Logiciels,Contrat octroyé de gré à gré,Approvisionnements (biens),1,691830,5002198
2013-11-06,2013-2014,Achat de produits Apple pour revente,Solutions Informatiques INSO Inc. / Micro Boutique Universitaire (MBU),261000.0,261000,"261 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,692325,5002164
2013-11-13,2013-2014,Fourniture et installation d'un glovebox,M. Braun Inc.,250000.0,250000,"250 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat adjugé suite à un appel d'offres public,Approvisionnements (biens),2,577141,7000172
2013-11-13,2013-2014,Gaz naturel,"EDF Trading North America, LLC",840000.0,840000,"840 000,00 $",15100000,Carburants,Contrat octroyé de gré à gré,Approvisionnements (biens),1,694691,5002203
2013-11-13,2013-2014,Micro-ordinateurs,Hypertechnologie Ciara Inc. / Ciaratech,100000.0,100000,"100 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,694680,3016320
2013-11-13,2013-2014,Pièces électroniques et réparation,Panasonic Canada Inc.,53000.0,53000,"53 000,00 $",52161600,Matériel audio-visuel et accessoires,Contrat octroyé de gré à gré,Approvisionnements (biens),1,694220,5002191
2013-11-15,2013-2014,Licence Panopto,Panopto Inc.,42000.0,42000,"42 000,00 $",43230000,Logiciels,Contrat octroyé de gré à gré,Approvisionnements (biens),1,695526,5002208
2013-11-25,2013-2014,"Cueillette, transport et dépôt au dépotoir des déchets institutionnels, matériaux secs et prêt de bacs etc.contrat 3 ans possibilité prolongation 2ans",Services Matrec Inc.,300000.0,300000,"300 000,00 $",76120000,Élimination et traitement des déchets,Contrat adjugé suite à un appel d'offres public,Services,3,683404,7000260
2013-12-02,2013-2014,Polarimètre,Mandel Scientific Company Inc. / La Compagnie Scientifique Mandel Inc.,37000.0,37000,"37 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,702466,3016627
2013-12-02,2013-2014,Analyse charte de clés,Commission Scolaire Des Grandes-Seigneuries / Service aux entreprises (SAE) de la Commission Scolaire des Grandes-Seigneuries,46000.0,46000,"46 000,00 $",80000000,"Services de gestion, de professionnels spécialisés et d'administration",Contrat octroyé de gré à gré,Services,1,701353,5002215
2013-12-03,2013-2014,Progiciel Audit immobilier,RCAA-Planifika Inc.,282000.0,282000,"282 000,00 $",43230000,Logiciels,Contrat octroyé de gré à gré,Approvisionnements (biens),1,703315,5002217
2013-12-03,2013-2014,Services-conseils intégrés en entrepreneurship,Centre d'entrepreneurship et d'innovation de l'UQAM,70000.0,70000,"70 000,00 $",80000000,"Services de gestion, de professionnels spécialisés et d'administration",Contrat octroyé de gré à gré,Services,1,703253,5002197
2013-12-03,2013-2014,Réfection des toitures Aquin et Jasmin,Bouthillette Parizeau Inc.,66449.5,"66449,5","66 449,50 $",81100000,Services d'ingénieurs,Contrat octroyé de gré à gré,Services,1,721439,P10004HH-07
2013-12-06,2013-2014,Appareil de mesure Radio-luminescence,Freiberg Instruments GmbH,84000.0,84000,"84 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat octroyé de gré à gré,Approvisionnements (biens),1,704955,3016708
2013-12-09,2013-2014,Entretien instrument scientifique,Mirotronix Inc.,53000.0,53000,"53 000,00 $",81000000,"Services reliés au génie, à l'architecture, à la recherche aux sciences et à la technologie",Contrat octroyé de gré à gré,Services,1,704964,5002193
2013-12-10,2013-2014,Remise en état des logements suite à un sinistre au RL-502,Dryco Group Inc,80008.0,80008,"80 008,00 $",72000000,"Services - bâtiment, construction et entretien",Contrat octroyé de gré à gré,Travaux de construction,1,721453,P13017HH-03
2013-12-10,2013-2014,Articles Promotionnels,Communication Marketing Tango Inc.,35000.0,35000,"35 000,00 $",53100000,Vêtements,Contrat octroyé de gré à gré,Approvisionnements (biens),1,705611,5002219
2013-12-13,2013-2014,3016834,Société Fisher Scientifique / Fisher Scientifique,37000.0,37000,"37 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,707489,1017004
2013-12-13,2013-2014,Cartouches Laser variées,Centre Complet de Commodités informatiques (C31) Inc.,80000.0,80000,"80 000,00 $",44000000,"Équipement, accessoire et fourniture de bureau",Contrat octroyé de gré à gré,Approvisionnements (biens),1,708588,5002231
2013-12-13,2013-2014,Étude conceptuelle préalable au projet de rénovation majeure du pavillon AB,Services intégrés Lemay et associés inc.,70050.0,70050,"70 050,00 $",80101601,Études de faisabilité ou évaluation d'idées de projets,Contrat octroyé de gré à gré,Services,1,721468,P13050AB-02
2013-12-13,2013-2014,Fournitures de bureau spécialisées,"ACCO Brands Canada LP / Hilroy, Div.  MeadWestvaco Canada LP",40000.0,40000,"40 000,00 $",44000000,"Équipement, accessoire et fourniture de bureau",Contrat octroyé de gré à gré,Approvisionnements (biens),1,707494,5002176
2013-12-16,2013-2014,RÉNOVATION PAVILLON V RDC ET SOUS-SOL - LOT 1 DÉMOLITION,Gaston Champoux (1973) Inc.,301978.7,"301978,7","301 978,70 $",72100000,"Services de construction, de réparation et d'entretien d'immeubles",Contrat adjugé suite à un appel d'offres public,Travaux de construction,7,665171,P13004VV-13004VV
2013-12-17,2013-2014,Maintenance oracle,Oracle Canada ULC,35000.0,35000,"35 000,00 $",43230000,Logiciels,Contrat octroyé de gré à gré,Approvisionnements (biens),1,708153,5002240
2013-12-18,2013-2014,Ordinateurs iMac et MacBook Pro,Solutions Informatiques INSO Inc. / Micro Boutique Universitaire (MBU),220000.0,220000,"220 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,709069,3016340
2013-12-19,2013-2014,Rénovation et réaménagement des laboratoires photo du J-3e,AGL Construction inc,87750.0,87750,"87 750,00 $",72100000,"Services de construction, de réparation et d'entretien d'immeubles",Contrat suite à un appel d'offres sur invitation publié au SEAO,Travaux de construction,7,679097,P12092JJ - 12053JJ
2013-12-20,2013-2014,Microtrac Analyser,Betatek Inc,86000.0,86000,"86 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat octroyé de gré à gré,Approvisionnements (biens),1,743269,3016937
2013-12-20,2013-2014,Cages,Tecniplast USA Inc.,35000.0,35000,"35 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat octroyé de gré à gré,Approvisionnements (biens),1,709668,3016930
2014-01-08,2013-2014,Quincaillerie,Quincaillerie Notre-Dame de St-Henri Inc.,81000.0,81000,"81 000,00 $",30000000,"Composante et fourniture de structure, de bâtiment et de construction",Contrat octroyé de gré à gré,Approvisionnements (biens),1,714588,5002259
2014-01-08,2013-2014,Quincaillerie pour enseignement en Design,Quincaillerie Notre-Dame de St-Henri Inc,31000.0,31000,"31 000,00 $",30000000,"Composante et fourniture de structure, de bâtiment et de construction",Contrat octroyé de gré à gré,Approvisionnements (biens),1,714591,5002257
2014-01-09,2013-2014,Service d’audit externe pour l’évaluation des processus concernant l’accès à la documentation des bibliothèques.,Infopremium,195000.0,195000,"195 000,00 $",86141704,Services de bibliothèque ou de documentation,Contrat adjugé suite à un appel d'offres public,Services,2,684907,7000258
2014-01-10,2013-2014,Renouvellement support CA-Manager,Doitel Inc.,25500.0,25500,"25 500,00 $",43230000,Logiciels,Contrat octroyé de gré à gré,Approvisionnements (biens),1,715527,5002244
2014-01-15,2013-2014,Entretien correctif de tours de refroidissement,Services d'équipement Tour de Force ( QUE ) Inc.,79000.0,79000,"79 000,00 $",76000000,Services de nettoyage industriel,Contrat octroyé de gré à gré,Services,1,716601,5002265
2014-01-15,2013-2014,Serveurs Blade,Open Strorage Solutions Inc. / OSS-Québec,55000.0,55000,"55 000,00 $",43000000,"Technologies de l'information, radiodiffusion et télécommunications",Contrat octroyé de gré à gré,Approvisionnements (biens),1,716610,3017111
2014-01-21,2013-2014,Pièce de remplacement,Pitney Bowes du Canada Ltée,29000.0,29000,"29 000,00 $",45000000,"Équipement et fournitures pour l'imprimerie, la photographie et l'audio-visuel",Contrat octroyé de gré à gré,Approvisionnements (biens),1,720926,3017211
2014-01-22,2013-2014,Nettoyage des graffitis,9069-3441 Québec Inc. / M.J. Net Nettoyage Haute Pression,80000.0,80000,"80 000,00 $",76110000,Services de nettoyage et d'entretien,Contrat octroyé de gré à gré,Services,1,719116,5002264
2014-01-23,2013-2014,Renouvellement entretien inova NMR,Agilent Technologies Canada,41000.0,41000,"41 000,00 $",81000000,"Services reliés au génie, à l'architecture, à la recherche aux sciences et à la technologie",Contrat octroyé de gré à gré,Services,1,720919,5002296
2014-01-29,2013-2014,Module Électro-Déionisation,Le Groupe Ish20top Inc.,38000.0,38000,"38 000,00 $",40000000,"Système, équipement et composante de chauffage, ventilation et circulation d'air",Contrat adjugé suite à un appel d'offres sur invitations,Approvisionnements (biens),1,722560,3017328
2014-01-30,2013-2014,Détecteur pour spectromètre Agilent,Agilent Technologie Canada Inc.,94000.0,94000,"94 000,00 $",41000000,"Équipement de laboratoire, de mesure, d'observation et d'essai",Contrat octroyé de gré à gré,Approvisionnements (biens),1,722628,3017234
2014-01-30,2013-2014,Renouvellement des licences Oracle,Oracle Canada ULC,92000.0,92000,"92 000,00 $",43230000,Logiciels,Contrat octroyé de gré à gré,Approvisionnements (biens),1,722727,5002241
